Tweet,Response
"My dad lost his card and I'm stressed bc I feel responsible?? Nice one, brain. Nice one",0
well I just read a couple of things. This feels like Serial-level stress and confusion,0
omg anything mina does makes me feel so relaxed i love it,1
I feel like I just won the lottery: I now fit into @LLBean’s Natural fit jeans instead of Relaxed fit (“bigger butt”) jeans. w00t!,1
"wow five mins ago i was relatively happy & relaxed, then i got curious abt going to a gay bar nearby, then i lost interest & now i feel Bad",1
Everyone pray this weekend goes smoothly. I've been so stressed I'm hoping this will help me feel good for just a little bit lol,0
When @SewBlessings started I wanted 2 make sure God was part of it. Ppl feel blessed because of my shop = so worth the stress. #2godbglory,0
U don't understand the stress I feel when people do the Aladdin Sane makeup and caption their pictures 'Ziggy' stahppp,0
"https://www.youtube.com/watch?v=qYnA9wWFHLI …
idk why. I feel relaxed.",1
I just feel so stressed,0
Feel always relaxed when i listen to Vidya ... #HeartTouchingVoice,1
I feel so relaxed when I look into those beady eyes. ♪,1
I'll be hiking this night. One big star twinkles brightly. Sands sifts in the wind. I feel relaxed.,1
I feel so stressed out over little things,0
Pandora slow jams  I feel so relaxed,1
I will never feel stressed because I know I'm blessed,0
I feel so relaxed ,1
I love being selfish and worry about myself i feels so stress free and good ,0
i love @jasminethompson her renditions  makes me feel relaxed all the time. lov you girl! ,1
I think I already had my 'almost 30 crisis' - feel relaxed about it now ,1
"I love this relaxed, happy, giggly Louis who isn't hiding his mannerisms. I feel positive something has changed.
(stylinsongifs) pic.twitter.com/OrPNgjAdnD",1
How unsure I feel about the Leeds line up has genuinely caused me so much anxiety and stress . Headliners r sick but the line up is pooooor,0
"it depends, if u are stressed, gym works. Also i feel better with myself for going there, it's a personal goal to keep going:)",0
"With you, I forget all my stress. With you, I feel my best. ��",0
 omg I feel stressed already,0
I wanna be young again I feel like I'm never happy anymore. Just stressed about bills and what I'm doing with my life. Annoying,0
"They say high levels of cortisone (stress) make meat more tender, tastier. Feel free to eat me when I die. #stressedout",0
I know the process is so much stress but it's the progress that feels the best,0
The fear and the stress is very real though. I think I'm learning its important to let myself feel that sometimes.,0
I need some vacations... I'm so stressed... This pic makes me feel relaxed,1
this made me feel calm and more stressed than i've ever been how do you do it,0
The long weekend was so nice (except for the car issues) I still feel so relaxed,1
I feel so relaxed and ready to go to bed now (I have to be up in like 5 hours ),1
I think film soundtracks stress me out. I feel like I'm obligated to listen to each one to have a complete film experience.,0
bc i'm literally so stressed here and i feel like suffocating every day. but the professors are pressuring us to stay with special meetings,0
"#CornerOfMyHeart Feel Very Relaxed,Just Love To Sit There Specially In Morning When I Take Tea And Read News Paper. pic.twitter.com/FOzPZ860MD",1
i can't stress how good being in bed feels right now,0
"I stress about what I wear so much, it feels so nice to just put something on and love it.",0
"IT'S THE END OF THE WEEK
I SHOULD FEEL RELIEF
BUT I'M STRESSED AS FUCK",0
I feel like everyone is playin relaxed then you got Giannis out here playin like its game 7 of the finalshe gotta get MVP,1
"In Pretoria and it's a cool evening,on stage in a bit, Midrand tomorrow,carnival city Sunday, I feel so relaxed and amped for this",1
"*She smiles up at him in lazy amusement, reaching up to stroke his cheek* You look as relaxed as I feel.",1
This new t shirt is supposed to be a 'relaxed fit' but i feel kinda stressed out wearing it #falseadvertising,1
Just tried @saveonfoods #homedelivery service. One word #awesome!! I feel stress free now such an easy service Thank you,0
"haahahah Frank hama hamwe, ukurikire agakino... but I feel you bro!",0
I love you playing Joel nj but you stress me out and have me shouting at the tv but i feel so sorry for you @RorySpeed bring shane down,0
"in the last 22 days, I've jogged 147 miles and if I had to describe how I currently feel in one word, it'd be: relaxed. #WhatAnxiety",1
"RP is done for the night. I feel much more relaxed than I was 8 hours ago, lol. I'm still very happy and excited for what's to come. ",1
"Someone just pointed out the tables at the hospital, looks like googly eyes. I feel less stressed now. Thank you, @EchoChelsea21!pic.twitter.com/vMNIEEcHj0",0
"I had a great night, went to sleep relaxed and peaceful. Feel like a big weight has been lifted off my shoulders",1
Nature because when I look at it I feel relaxed.,1
Finished my project!!but i still feel stressed and like i have a lot of work to do,0
After that shower I feel relaxed ,1
"I feel more relaxed and positive after 1.5 days of DSN program. Also,  HBD Anandji.  #srisri #DSNTransforms #aolanandji @itsmesnehilpic.twitter.com/tTxWiVYrV9",1
Confession: I feel asleep to one of @ArticulateASMR videos and woke up to @LanguorASMRI must have been so relaxed at 9:30pm,1
My body feels so relaxed I really needed that massage I love that spa,1
"I'm over here stressing my balls off & I look up & wheel of fortune is on & the phrase was ""feel the stress leave your body"" lol",0
ive been in bed watching princess movies all night i feel so relaxed lmao,1
I feel stressed and I shouldn't be.,0
ive always been lucky enough to have rlly clear skin but i stg i can feel myself being this close  from breaking out from stress,0
Man i was really stressed out for this culinary competition but at the end of the day I feel confident and I hope I did good,0
I feel so relaxed I love it ,1
Literally just had thee best massage. I feel so relaxed and content,1
I drunk some moscato now I feel so relaxed,1
THEN AFTER.....and then i feel dat how much hate can be generated in those banned citizens although dis so and so relaxed kinds dat yes if b,1
"I really need to get away for a bit, feel overwhelmed and stressed",0
that took ASMR to a whole new level. I feel so relaxed now haha...,1
gonna take a needed long shower bc i feel so stressed and i just want to be relaxed for once,1
I feel like im stress dreaming,0
This picture is giving me chills I feel so relaxed i don't know I only know that I love this picture so fuckig much my angel pic.twitter.com/tD2WisRdKd,1
ima start doing yoga  my mom and i just did a mini session and i feel so fkn relaxed as hard as it was to do lol,1
i feel so many chill oh my god im so relaxed,1
I got over the stress induced sadness regarding Spring Day and i now i can listen to it freely this feels so good wtf lol,0
I feel stressed ,0
I always feel so relaxed and destressed when I study for hours on end and then can't remember anything by the end of the day,1
Country songs make me feel like I'm doing life wrong because im not on a beach and relaxed and happy,1
I finally get to see my dad relaxed and feel better now,1
I feel so bad I've been away from everything and everyone all day...but I gotta say today was a beautifully relaxed Sunday that I needed,1
i feel relaxed staring at it,1
I feel relaxed when I'm in the studio I be focused ,1
"It feels like I haven't had a relaxed, non-anxiety, wound-up-all-tight day in MONTHS and it feels like it's fucking killing me. :(",1
I'm so stressed I feel like I can puke kms,0
this band and this station is legit the ultimate chill zone ever I stg I feel so relaxed rn pic.twitter.com/bTU4YpdzF5,1
"Hot milk? I agree, whenever i drink that i feel relaxed. I'll try that, thank you jiejie!",1
this whole semester has made me so stressed and I feel like I'm never truly relaxed :/ I guess that's just my life now sigh,1
"I've lost 12 of the 15 lbs I'd gained from stress and depression, and yet I feel like I look even bigger than before SCREAMING",0
I feel really bad about my lonely/angry/stressed out tweets yesterday though...I'm sorry if I annoyed any of you guys♡,0
I feel stressed out,0
I'm in the bath watching shameless with a face and hair mask on ... I feel so relaxed ,1
I feel so soothed my muscles are relaxed for the first time since my conception,1
So much to do for Eli's bday! I feel the stress now haha,0
